TERMINALNO,TIME,TRIP_ID,LONGITUDE,LATITUDE,DIRECTION,HEIGHT,SPEED,CALLSTATE,Y
80,1479269760,76,113.638016,34.678459000000004,178,134.644623,10.89,0,0.0
17,1482795000,57,112.5812689,37.80708247,270,4.0,13.648685,0,0.0
76,1475044560,35,101.69839499999999,26.570478,204,1075.309814,6.83,4,0.0
18,1478062440,7,93.470375,38.916286,267,2888.227539,31.23,0,0.0
64,1480306980,1,123.610252,42.030388,180,91.645599,20.049999,0,0.0
38,1482294720,14,121.44771599999999,31.328344,242,21.155151,0.97,4,0.0
3,1473032700,32,112.98146799999999,28.142736,356,84.610229,16.27,0,0.0
26,1470450480,103,107.759491,29.339668,42,268.822937,3.66,0,0.0
3,1471564980,30,112.97408300000001,28.230154,75,31.633361999999998,2.14,0,0.0
95,1482969000,116,117.24791699999999,31.818920000000002,320,33.741089,0.0,4,0.0
59,1480933320,31,107.15423799999999,27.47337407,244,3.0,14.287732,0,0.0
83,1478855040,10,104.6186376,29.93957149,341,8.0,30.971321000000003,0,0.0
47,1468457640,10,108.88548300000001,34.200634,180,402.796448,0.0,0,0.0
58,1481351100,59,114.546577,38.074883,278,60.632507,14.71,4,0.475132235
92,1472047620,8,121.55210100000001,29.850012,338,5.272366000000001,2.04,0,0.0
95,1481067840,42,117.278175,31.849646000000003,269,15.978638,2.93,4,0.0
13,1482848700,44,112.01956200000001,27.747194,352,126.682129,1.23,3,0.0
11,1482900540,32,108.938171,34.184441,86,442.324463,0.6,4,0.0
77,1481500560,48,112.978523,28.159533000000003,351,63.177063000000004,0.0,0,0.069588535
68,1482033480,36,121.37382,31.138609999999996,341,5.4,7.3744254,0,0.0
5,1481765700,72,114.26298500000001,30.572723,185,34.554382000000004,13.79,0,0.0
82,1470469200,2,103.517845,30.799355,11,655.837891,0.89,0,0.0
59,1480406220,27,106.85114469999999,27.53762433,264,3.0,16.451216,0,0.0
3,1481682180,31,112.98143799999998,28.145290000000003,351,55.29303,9.48,0,0.0
56,1471680480,13,101.75053929999999,36.85528579,179,3.0,5.0116644,0,0.0
29,1477005060,2,121.393372,31.196866999999997,178,-1.6751099999999999,6.51,0,0.0
94,1474679760,31,120.4206125,36.15498758,48,8.0,3.3409722,0,0.0
20,1476608280,8,119.6144528,35.56157291,177,6.0,24.40617,0,0.0
90,1481676720,40,106.740227,26.475113,182,1117.369019,6.66,4,0.0
41,1472771700,31,108.9160969,34.3067436,182,8.0,14.830485000000001,0,0.0
74,1478408040,3,113.152451,27.866971999999997,301,44.29546,7.42,4,0.051675225
27,1467711000,29,121.39180800000001,31.214785,336,10.18512,1.13,0,0.0
87,1482973560,84,116.422455,39.899284,263,45.935425,4.95,4,0.0
19,1477528680,131,119.63317240000002,29.09853557,244,6.0,16.445412,0,0.0
80,1476714060,51,113.760124,34.745571000000005,190,82.814072,13.46,0,0.0
74,1478413020,7,113.161575,27.860189000000002,122,50.130188000000004,2.91,4,0.051675225
41,1472810400,32,108.89007360000001,34.26303947,359,3.0,1.8601075,0,0.0
19,1476769440,122,119.6699616,29.09290062,334,6.0,12.172939,0,0.0
5,1481760180,71,114.29656200000001,30.612923,285,19.85434,2.35,0,0.0
72,1482914640,183,118.75654170000001,32.07317667,97,1.7,4.2706504,0,0.0
18,1478064480,7,93.333611,38.744484,64,2773.751465,0.0,0,0.0
93,1479889920,123,113.835205,22.619754999999998,2,1.900482,0.0,4,0.0
27,1467681420,18,121.46932199999999,31.210554,253,11.257385000000001,0.2,0,0.0
93,1481770320,84,113.831772,22.597664,327,-3.190216,0.5,4,0.0
2,1479964080,16,113.34153700000002,23.011406,211,16.658081,0.0,4,0.0
85,1479373080,66,121.199142,30.999228999999996,262,7.925925,0.26,0,0.0
4,1480730880,82,116.777718,33.941708,92,41.465439,14.03,0,0.0
34,1480065600,28,121.316177,31.265729999999998,352,-6.433136,0.0,4,0.0
2,1482738120,63,113.37503799999999,22.962235999999997,104,7.148692,18.57,4,0.0
50,1476071340,36,120.20246100000001,30.276983,323,6.789598,0.98,0,0.0
93,1479721560,120,113.84722099999999,22.738838,11,5.318665,0.0,4,0.0
62,1478312940,26,112.039825,32.235943,276,83.848465,17.52,4,0.0
65,1482465480,30,106.630997,26.611047999999997,55,1262.0876460000002,4.45,0,0.0
62,1480326660,67,112.144218,32.043087,107,61.837524,0.79,4,0.0
77,1482365040,28,112.97948500000001,28.17227,0,72.134277,6.8,0,0.069588535
35,1478064420,79,119.96118200000001,35.87455,93,-1.473877,12.98,4,0.0
50,1477212360,63,120.17775,30.260818,32,54.56426999999999,2.25,4,0.0
71,1482384240,51,105.64324199999999,29.079898999999997,48,393.010651,0.0,0,0.0
96,1474581660,15,120.3449841,30.18504281,15,16.0,22.50356,0,0.0
97,1472514960,54,119.9327239,32.45687414,271,8.0,10.709027,0,0.8458657709999999
28,1477961460,18,113.57435600000001,22.253054000000002,138,6.505852,0.57,4,0.0
51,1477626720,29,115.94501499999998,40.361881,102,559.2207639999999,10.91,4,0.0
70,1482290520,30,105.46736100000001,27.242357000000002,90,1389.056763,29.790001,4,20.74269492
45,1469922240,116,119.92674299999999,32.499752,91,1.606873,0.0,0,0.0
56,1481358000,16,101.700241,36.920837,292,2427.7182620000003,12.69,0,0.0
90,1476350340,31,106.731026,26.511346999999997,323,1109.850952,8.0,4,0.0
10,1480502880,11,106.45538300000001,29.543514000000002,139,272.55426,11.13,4,0.0
44,1475581140,10,121.23908999999999,31.260445,193,-0.07312,17.190001000000002,0,0.0
43,1473840660,7,125.23380300000001,43.873138,172,225.820679,7.06,4,0.0
71,1482328620,26,104.371521,29.767981,150,491.062317,29.52,0,0.0
60,1482122220,28,106.33567,38.629096999999994,23,1099.900513,26.700001,4,0.0
17,1482404100,42,112.6013459,37.79532597,74,6.0,4.0562873,0,0.0
19,1476772800,121,119.66932379999999,29.09678732,238,16.0,3.4184504000000002,0,0.0
41,1472772180,33,108.88779779999999,34.29207741,191,11.0,2.3721087000000005,0,0.0
34,1482312000,31,121.337631,31.256531,52,14.801635999999998,4.53,4,0.0
81,1473742920,38,120.675949,31.298153000000003,93,-7.799042,10.71,0,0.0
73,1481362020,81,105.98178100000001,31.608991999999997,198,349.917297,8.37,4,0.0
50,1477361640,9,120.21011399999999,30.336440999999997,84,18.779861,22.1,0,0.0
52,1481738220,19,110.940735,32.585556,120,290.982544,19.59,0,1.4549619630000001
67,1479947280,44,121.669624,31.232821,1,10.383214,0.0,4,0.0
56,1469958180,10,101.7170382,36.90757326,141,3.0,6.7438910000000005,0,0.0
100,1480670820,66,121.44356499999999,37.514061,7,6.815258,16.780001000000002,4,0.0
63,1470186180,61,118.11682900000001,24.43478,203,5.950867,9.3,0,0.660832385
60,1482116220,35,106.368073,38.911709,179,1088.933105,22.66,4,0.0
80,1479271200,66,113.647026,34.662037,267,159.069824,0.0,0,0.0
12,1475927100,90,107.49985829999999,31.21785,73,2.8,3.2123814,0,0.0
70,1481885100,8,106.714851,26.526703,292,1075.782837,0.0,4,20.74269492
13,1480087140,42,113.062325,28.234758000000003,206,40.315582,13.7,4,0.0
80,1483088760,47,113.62681599999999,34.699978,88,115.224197,6.68,0,0.0
53,1470560460,23,113.798775,22.996945999999998,273,21.968201,12.41,0,0.0
34,1478321580,23,121.358131,31.255714,105,0.423096,0.0,4,0.0
95,1481026080,54,117.300446,31.854683,334,9.140526,13.17,4,0.0
66,1471583160,9,117.526817,23.759842000000003,40,6.726575,2.58,4,0.0
78,1477356720,26,123.44341999999999,41.713326,244,42.281189000000005,15.67,0,1.3016191240000001
16,1479033480,15,109.10752099999999,34.079628,260,584.6219480000001,12.67,0,0.0
96,1472005920,57,119.72667290000001,30.2373325,164,12.0,6.0683126,0,0.0
6,1472465040,20,120.768127,31.304610999999998,265,-0.378352,7.13,0,0.0
23,1482494340,24,116.359131,37.456314,192,20.728026999999997,0.6,4,0.0
78,1477525320,8,123.452408,41.768211,71,39.243835,7.82,0,1.3016191240000001
7,1482121620,6,108.385498,30.779432,81,226.240845,0.0,4,0.0
55,1482586500,14,114.453278,38.025856,315,81.030334,0.0,4,0.0
95,1480982160,53,117.27217900000001,31.849525,266,21.040894,5.4,4,0.0
65,1481972280,25,106.04525,25.738220000000002,52,1183.453857,25.42,0,0.0
14,1475556480,28,83.00796199,41.78858918,275,10.0,22.100445,0,0.0
3,1471218960,7,112.97323600000001,28.230140999999996,88,33.882469,6.26,0,0.0
43,1472545980,16,125.214317,43.852528,240,212.064087,6.0,4,0.0
69,1476320340,23,115.18901100000001,30.202232000000002,117,23.975664000000002,17.73,4,0.0
37,1470648660,5,114.048745,35.29489833,89,3.5,18.321537,0,0.404780271
59,1481499840,14,106.8980877,27.51671464,121,3.0,14.421002,0,0.0
5,1480462320,42,114.29043600000001,30.603270000000002,40,31.900696000000003,4.18,0,0.0
40,1472338740,8,127.24622169999999,43.79546333,106,3.0,16.339857000000002,0,0.0
9,1480494300,8,120.284805,30.393965,324,-6.526628,0.0,0,0.0
38,1477962600,45,121.45358300000001,31.330212,258,7.997803,1.25,4,0.0
80,1477449840,26,113.72719599999999,34.751579,178,103.120667,0.0,0,0.0
58,1470038520,50,114.543152,38.06892,95,72.82403599999999,8.07,4,0.475132235
66,1471664280,25,117.740898,24.115686,33,22.520077,17.299999,4,0.0
61,1477041240,7,105.70137,34.461308,212,1328.259033,28.370001000000002,0,0.489912384
43,1474609080,3,125.281456,43.890003,276,238.55737299999998,1.37,0,0.0
35,1482985260,83,119.95911399999999,35.874676,89,6.598999000000001,12.59,0,0.0
58,1481368620,65,114.57221200000001,38.010345,358,55.40741,16.35,4,0.475132235
58,1481368020,65,114.47048999999998,38.003357,8,62.17675799999999,7.06,4,0.475132235
69,1476322860,24,115.21158600000001,30.178869,331,16.336151,16.959999,4,0.0
22,1480572060,6,110.390091,26.384918,118,552.0957030000001,11.562878999999999,0,0.0
72,1483004340,6,118.759275,32.07043667,79,1.7,3.809974,0,0.0
33,1477056900,42,115.88497199999999,28.669512,310,27.082886,6.53,4,0.0
55,1483018920,38,114.451118,38.034359,333,73.454712,1.56,4,0.0
10,1477538520,29,106.458549,29.512369,343,310.179321,0.0,4,0.0
10,1480584360,32,106.487953,29.519262,98,286.032104,0.98,4,0.0
18,1478064540,7,93.33052099999999,38.741962,220,2775.354736,9.02,0,0.0
27,1467720180,28,121.52906000000002,31.271279999999997,289,14.055654,3.1115060000000003,0,0.0
87,1482836340,17,116.41793100000001,39.989357,0,44.211182,2.31,4,0.0
67,1480670280,18,121.51087199999999,31.302053000000004,244,17.920532,12.8,4,0.0
99,1481960820,3,121.252121,31.033113,240,-4.5336300000000005,33.18,4,0.0
95,1481155740,62,117.227814,31.818176,86,30.830505,11.89,4,0.0
38,1482144000,31,121.465248,31.285801,7,11.981384,10.19,4,0.0
80,1476713700,51,113.76230600000001,34.755863,100,78.821259,3.39,0,0.0
80,1482733020,12,113.735252,34.87056,151,94.38248399999999,0.0,0,0.0
72,1481871600,121,118.7441067,32.07786833,272,3.7,5.704151599999999,0,0.0
100,1480669320,59,121.457726,37.438854,248,2.949066,0.29,4,0.0
48,1477958400,135,121.480011,30.918432,230,-7.199165,0.0,0,0.0
21,1475289480,6,120.66855220000001,28.53856898,156,19.801262,24.40639,0,0.0
81,1474640340,60,120.63356,31.301353000000002,268,3.3222050000000003,6.21,0,0.0
83,1478839620,20,105.064722,29.57439588,118,12.0,2.9436605,0,0.0
36,1479292620,3,114.08326000000001,22.571724,301,21.347307,8.92,4,0.0
2,1479975420,56,113.341232,23.011435000000002,100,7.07074,2.66,4,0.0
58,1482472860,21,114.519775,38.041908,27,72.875,2.45,4,0.475132235
62,1477722600,38,112.13443000000001,32.049236,228,85.561707,0.0,3,0.0
69,1477877100,2,115.17728400000001,30.207121,106,15.813904,13.49,4,0.0
22,1477802160,61,112.921776,27.873836999999998,152,48.113464,0.19,0,0.0
25,1471684500,19,114.0615418,23.18564486,128,8.0,24.57916,0,0.0
87,1482990240,59,116.462921,39.992092,137,42.664429,4.74,4,0.0
78,1477629420,39,123.477478,41.788311,27,52.839905,5.86,4,1.3016191240000001
43,1473986460,42,125.273827,43.812225,66,217.80682400000003,0.0,4,0.0
74,1478566500,1,113.203499,27.856421,208,56.445923,9.56,4,0.051675225
73,1482890640,20,105.97663899999999,31.580060999999997,245,343.31054700000004,0.0,4,0.0
45,1470124260,82,119.901756,32.424255,172,-13.118378,6.15,0,0.0
96,1470799680,64,119.6954298,30.23695935,260,6.0,23.808296,0,0.0
89,1482481140,33,112.979759,28.15138583,347,5.0,15.86,0,0.0
49,1471665060,6,115.990723,28.678143,268,18.31756,0.0,0,0.0
95,1481020980,57,117.194321,31.792131,177,32.67775,1.79,4,0.0
28,1478064960,28,113.14791100000001,22.494923,336,10.376041,35.509997999999996,4,0.0
91,1473377340,1,121.711777,31.384356,15,11.523992999999999,2.04,0,0.0
86,1479720660,1,121.13186599999999,31.137386,90,2.638641,34.369999,4,0.0
33,1480944420,19,115.89304399999999,28.608116,11,25.270948,9.59,0,0.0
96,1468027560,50,119.70661899999999,30.221842,249,40.277618,11.61,0,0.0
25,1471685520,19,114.3252557,23.19636947,83,8.0,28.391234999999998,0,0.0
59,1480405980,27,106.8770771,27.52778522,304,3.0,8.100303,0,0.0
36,1483014240,23,114.00043500000001,22.650091,148,56.119319999999995,0.88,4,0.0
79,1483007580,26,106.70270500000001,27.591402000000002,95,919.4036869999999,29.74,4,0.0
98,1472868720,16,118.76520559999999,32.10186144,315,3.0,7.169873,0,0.0
72,1481263080,149,118.74735679999999,32.07771966,252,2.5,4.260356,0,0.0
73,1482891840,4,105.97093999999998,31.588886,346,350.480347,0.0,4,0.0
54,1470049500,37,107.465721,31.214495,80,304.946167,6.43,4,0.0
89,1482548100,13,113.0299355,28.20119737,269,3.0,5.51,0,0.0
12,1473826260,5,107.50626170000001,31.22081667,107,2.8,2.733175,0,0.0
67,1480590300,7,121.53566699999999,31.181143,79,-2.954786,4.45,4,0.0
98,1470994440,1,118.52787099999999,31.73451049,186,4.0,28.4566,0,0.0
10,1480060560,54,106.453842,29.543834999999998,251,400.146973,0.0,4,0.0
27,1467761760,6,121.43647800000001,31.199023999999998,33,0.9148860000000001,8.27,0,0.0
50,1477285500,84,120.193481,30.18313,88,27.735462,0.0,0,0.0
45,1476588960,34,119.921555,32.492153,172,-0.9064639999999999,5.29,4,0.0
93,1480482060,33,114.085571,22.668116,118,123.600586,24.690001000000002,4,0.0
74,1479874800,60,113.2015,27.872007,87,62.017456,8.21,0,0.051675225
29,1475221620,11,121.37441299999999,31.192053,248,6.700928,16.4,4,0.0
65,1476701340,54,106.63868000000001,26.61587,298,1247.991821,0.78,0,0.0
59,1480897800,20,107.1457841,27.47278324,88,3.0,11.930067,0,0.0
69,1473751620,29,121.479401,31.045237,330,7.012939,0.55,0,0.0
88,1482883260,73,114.659218,38.01408,358,54.685947,8.0,4,0.0
27,1467679500,23,121.488976,31.203753999999996,313,-9.6409,10.74,0,0.0
100,1477273200,74,121.43533300000001,37.491875,183,27.186829,8.67,4,0.0
38,1481902080,39,121.18639399999999,31.403259000000002,327,6.545135,21.620001000000002,4,0.0
63,1482758760,2,118.0520574,24.59478541,237,6.0,0.89246917,0,0.660832385
90,1482396060,45,106.743523,26.579041999999998,48,1132.759888,16.299999,4,0.0
30,1472107380,11,113.9778517,22.55731833,256,2.2,21.100008,0,0.0
29,1482030420,33,121.343094,31.212183000000003,116,2.014087,0.0,4,0.0
77,1482649800,33,112.98658,28.130471999999997,266,85.550415,12.61,0,0.069588535
63,1482832020,52,118.148963,24.51427044,169,4.0,3.3734028,0,0.660832385
67,1480672680,8,121.099281,31.306984000000003,307,2.750082,23.110001,4,0.0
72,1481869680,100,118.753565,32.08285167,144,2.6,6.539546,0,0.0
70,1481876640,11,106.71923799999999,26.387417,10,1100.0844730000001,10.92,4,20.74269492
14,1476594420,25,86.17693122,41.65579082,185,3.0,10.73,0,0.0
23,1482842820,75,116.344925,37.454945,266,17.649475,4.08,4,0.0
3,1483175040,9,112.981544,28.119349,176,90.896484,7.79,4,0.0
74,1483152360,42,113.176971,27.831821,358,46.524414,9.81,4,0.051675225
5,1481449380,76,114.280151,30.606789000000003,320,32.541503999999996,8.85,0,0.0
39,1481876100,38,114.242607,33.978268,175,47.246292,0.17,4,0.504855623
32,1482803160,40,104.003334,30.625784000000003,128,497.311401,16.030001000000002,3,0.0
52,1481745960,17,112.209305,32.154987,106,88.562279,10.16,0,1.4549619630000001
27,1467964080,32,120.867981,31.693234999999998,291,0.33105500000000004,42.860001000000004,0,0.0
47,1468982040,19,108.983528,34.203528999999996,92,453.599548,3.0,0,0.0
87,1482991260,76,116.448624,39.958546000000005,236,33.652893,11.52,4,0.0
100,1482195540,51,121.435585,37.49279,4,28.167725,16.32,0,0.0
83,1478838600,7,104.9929997,29.60614867,144,8.0,29.497082000000002,0,0.0
30,1471519200,1,113.8924233,22.663275,172,2.8,14.414280999999999,0,0.0
43,1477356480,2,125.19311670000002,43.855235,177,3.2,11.311536,0,0.0
45,1476610320,35,119.921135,32.498657,262,5.1196589999999995,3.82,4,0.0
49,1478584620,13,116.339027,26.267815000000002,342,224.102646,26.610001,0,0.0
78,1477356540,26,123.448196,41.715042,230,54.500122,3.45,0,1.3016191240000001
47,1469182680,61,108.884155,34.193684000000005,26,417.711182,0.0,0,0.0
69,1476314220,22,115.03141000000001,30.194651,356,18.241272,9.37,4,0.0
43,1475328240,82,125.21513329999999,43.86421167,70,2.7,9.698911,0,0.0
85,1479114720,60,121.18126699999999,31.023796,349,-0.799312,0.0,0,0.0
67,1479861600,19,121.673302,31.218943,11,7.55655,0.0,4,0.0
78,1477468800,92,123.464249,41.787415,145,39.111755,4.25,0,1.3016191240000001
50,1476697320,79,120.182854,30.259937,351,3.587677,0.0,0,0.0
38,1477970460,45,121.49574299999999,31.306309000000002,258,13.942688,0.45,4,0.0
18,1471226820,2,90.919464,38.180981,299,3056.009766,4.13,0,0.0
60,1482117180,33,106.40383899999999,38.736492,208,1099.290405,33.939999,4,0.0
56,1472886180,12,101.7391183,36.88475699,324,6.0,14.792573,0,0.0
55,1483018380,97,114.453552,38.025883,199,54.615233999999994,0.0,4,0.0
14,1476500820,18,86.20179776,41.56472195,150,3.0,15.140119,0,0.0
82,1470362100,9,103.96270799999999,30.561518,243,476.80413799999997,0.44,0,0.0
14,1475644080,14,83.07852049,41.62272528,160,5.0,13.930032999999998,0,0.0
44,1472275800,28,121.253975,31.120603999999997,156,15.986877,1.06,0,0.0
84,1482585060,8,109.086739,34.314514,234,393.793945,14.96,0,0.0
47,1468968900,20,108.92526200000002,34.188908000000005,94,392.392273,11.02,0,0.0
71,1482450300,48,105.55644199999999,28.983853999999997,86,355.811829,0.0,0,0.0
77,1481760120,39,112.980659,28.166138,11,79.91845699999999,4.61,0,0.069588535
62,1479222120,16,112.076027,32.093029,168,61.734913,8.64,4,0.0
28,1477969020,16,113.55351999999999,22.221228,208,6.2576,15.42,4,0.0
2,1480843560,4,115.74472800000001,25.148544,11,388.881531,35.419998,0,0.0
77,1482397560,31,112.97836299999999,28.16065,200,70.557739,7.86,0,0.069588535
53,1470383040,37,114.071304,22.905977,158,50.146729,0.0,0,0.0
8,1478166600,2,121.62233700000002,38.918388,95,21.038207999999997,4.01,4,2.368560244
70,1482297240,30,104.97953799999999,26.530809,284,1804.433594,27.540001,4,20.74269492
7,1482742020,129,108.36752299999999,30.864641,80,331.385132,9.07,4,0.0
56,1475484060,17,100.7882853,36.49244805,122,3.0,11.413367,0,0.0
13,1482848280,44,112.012596,27.742209999999996,273,126.392784,8.76,4,0.0
9,1480492500,8,120.670731,30.622415999999998,231,4.54071,34.369999,0,0.0
38,1481270400,60,121.49148600000001,31.315428000000004,9,4.627747,9.78,4,0.0
7,1482713700,86,106.56693999999999,29.638154999999998,245,321.056763,3.71,4,0.0
72,1480767960,16,118.834855,32.09293333,257,4.8,12.865482,0,0.0
35,1476853860,56,119.9599,35.874728999999995,287,11.155700999999999,9.0,0,0.0
17,1483182120,53,112.5743487,37.84105836,279,4.0,13.236648,0,0.0
76,1478073480,48,101.651794,26.600592,292,1258.7124019999999,5.43,4,0.0
55,1482217080,107,114.452858,38.041729,354,75.133545,5.23,0,0.0
32,1480823640,67,104.06210300000001,30.578043,102,474.820892,7.45,4,0.0
35,1482196620,5,119.958549,35.847473,168,11.822998,11.77,0,0.0
3,1470531120,19,112.968094,28.005287,141,35.767517,15.89,0,0.0
93,1481815680,79,113.843781,22.599682,130,10.576538000000001,0.0,4,0.0
95,1479527880,133,117.299454,31.862963,154,9.943878,9.96,0,0.0
57,1479094860,16,113.364876,23.069275,270,-0.372793,4.38,4,0.0
69,1477115760,16,115.099953,30.177585999999998,348,69.126083,15.44,4,0.0
39,1481248980,5,114.199463,34.097187,105,52.760803,11.04,4,0.504855623
23,1477027620,137,116.426208,37.439223999999996,273,21.852165,19.33,0,0.0
65,1475222400,26,106.628326,26.601390999999996,291,1256.506592,0.34,0,0.0
81,1475559900,19,120.977341,31.418087,270,25.315918,24.24,0,0.0
10,1477499580,22,106.462898,29.494589,103,335.503784,7.53,4,0.0
57,1478874960,13,113.717293,22.975401,217,6.060236,14.45,0,0.0
98,1470994080,4,118.5771976,31.80912017,226,6.0,26.977364,0,0.0
28,1478069700,28,113.376175,22.179363000000002,144,-5.880159,15.96,4,0.0
60,1482115620,35,106.302536,38.954966999999996,133,1099.989258,16.34,4,0.0
82,1470202980,16,103.89020500000001,30.602784999999997,49,490.82019,17.34,0,0.0
50,1477280700,82,120.195076,30.183325,108,13.092535,1.09,0,0.0
94,1474669920,35,120.4284064,36.13587515,164,6.0,8.42627,0,0.0
35,1482716040,97,119.95298000000001,35.885021,197,18.22937,0.0,0,0.0
6,1471309200,9,120.77986899999999,31.308668,57,5.986569,3.65,0,0.0
7,1469677140,60,107.519485,29.848207000000002,16,242.542969,0.68,0,0.0
14,1476435540,36,86.15008824,41.75242292,327,4.0,14.060004000000001,0,0.0
79,1483020120,21,106.714897,26.59923,359,1068.240967,0.18,4,0.0
44,1475568120,3,121.148872,31.529736,253,4.097656,19.18,0,0.0
11,1482773040,11,108.863029,34.190909999999995,260,422.27981600000004,18.73,0,0.0
100,1482366240,56,121.400047,37.542866,260,10.385864,1.6,4,0.0
50,1477388400,12,120.200096,30.26506,299,-15.411072,0.43,0,0.0
62,1478427300,47,112.169785,32.071166999999996,224,64.882858,9.73,4,0.0
79,1483078680,1,106.692467,26.585296999999997,65,1066.576172,0.65,4,0.0
4,1480297860,95,116.78398100000001,33.952225,2,26.887817,8.44,4,0.0
11,1482826560,85,108.915062,34.189296999999996,356,415.069977,8.88,4,0.0
45,1469756220,8,119.916298,32.493454,176,-3.608856,6.18,0,0.0
3,1472035980,14,112.981697,28.231136,175,51.028687,3.62,0,0.0
8,1472279160,16,121.62397,38.869335,35,-0.188202,9.39,0,2.368560244
96,1479971640,72,119.71150549999999,30.23511816,173,16.0,5.599953,0,0.0
7,1482799260,24,108.41003400000001,30.768675,132,172.424133,0.56,4,0.0
79,1483018020,20,106.689659,26.56506,353,1039.776855,13.82,4,0.0
43,1478144160,57,125.2930925,43.88065372,287,2.6,2.314191,0,0.0
84,1482280500,28,109.16698500000001,34.369919,80,412.55896,15.89,4,0.0
34,1478321040,23,121.360542,31.255495,279,28.356078999999998,0.0,0,0.0
45,1476517980,73,119.92946599999999,32.501205,207,4.784485,0.34,4,0.0
93,1482332760,30,113.83728799999999,22.59791,247,1.0316459999999998,5.14,4,0.0
72,1482969540,9,118.7654483,32.07968333,271,2.0,3.9489489,0,0.0
32,1480680060,22,104.00550799999999,30.662937,169,480.55481,8.54,3,0.0
37,1469713320,19,113.87700500000001,35.27520167,192,3.7,5.0463366999999995,0,0.404780271
46,1469827020,26,116.374969,39.975384000000005,177,49.595764,21.379998999999998,0,0.0
37,1470554100,62,114.016525,35.36193167,63,3.8,17.593206,0,0.404780271
92,1479805980,17,121.53505700000001,29.9237,78,-5.90799,6.03,0,0.0
7,1482745080,136,108.35562900000001,30.817606,108,214.02868700000002,0.0,4,0.0
30,1472106420,11,114.0973,22.5697,235,3.1,3.9844646,0,0.0
4,1482068340,3,116.94324499999999,33.612732,354,11.610930999999999,2.79,4,0.0
44,1475388960,1,121.31536899999999,31.331913,172,5.78186,9.17,4,0.0
25,1472067900,8,113.1555264,23.30953928,85,4.0,30.141785,0,0.0
47,1468637160,89,108.934952,34.188117999999996,268,422.52575700000006,0.0,0,0.0
79,1483008720,2,106.800476,27.490555,211,936.021973,25.02,4,0.0
33,1480944360,19,115.89241799999999,28.605154,17,26.023151000000002,9.4,0,0.0
51,1477189140,13,116.809799,39.316319,324,13.339967999999999,28.280001000000002,4,0.0
55,1482109980,46,114.495644,38.035164,91,77.443298,6.69,4,0.0
71,1481878620,42,104.074135,30.628519,6,492.35583499999996,0.0,0,0.0
68,1482797520,9,121.4000585,31.13578794,33,5.4,3.8712258000000004,0,0.0
39,1481506860,43,114.19683799999999,34.067036,175,63.995360999999995,10.01,4,0.504855623
100,1477879920,36,121.66788500000001,37.168541,90,102.178345,7.46,4,0.0
57,1477474440,24,113.31876399999999,23.104832000000002,280,5.674926999999999,0.0,4,0.0
87,1483091700,26,116.41898300000001,39.948601000000004,178,43.678528,0.0,4,0.0
96,1468899060,24,119.727722,30.226376000000002,93,59.470261,20.049999,0,0.0
38,1482144720,25,121.463333,31.311249,1,8.730774,1.81,4,0.0
40,1472339820,8,127.3373617,43.72456833,109,2.6,8.49549,0,0.0
87,1483175700,10,116.460899,40.01112,177,44.818909000000005,7.67,4,0.0
84,1482584880,8,109.127899,34.337047999999996,229,403.373291,30.85,0,0.0
